Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,WL_BIN,PTS_NORM
1610612763,22400676,2025-01-30,MEM vs. HOU,W,32.0,16.0,0.667,240.0,48.0,93.0,0.516,9.0,28.0,0.321,15.0,20.0,0.75,9.0,28.0,37.0,23.0,7.0,6.0,11.0,25.0,120.0,1,0.3137254901960784
1610612763,22400653,2025-01-27,MEM @ NYK,L,31.0,16.0,0.66,240.0,41.0,91.0,0.451,9.0,24.0,0.375,15.0,17.0,0.882,18.0,29.0,47.0,21.0,5.0,9.0,26.0,16.0,106.0,0,0.0392156862745098
1610612763,22400643,2025-01-25,MEM vs. UTA,W,31.0,15.0,0.674,240.0,43.0,84.0,0.512,14.0,38.0,0.368,25.0,34.0,0.735,13.0,32.0,45.0,28.0,10.0,9.0,16.0,19.0,125.0,1,0.4117647058823529
1610612763,22400632,2025-01-24,MEM vs. NOP,W,30.0,15.0,0.667,240.0,56.0,101.0,0.554,19.0,42.0,0.452,8.0,8.0,0.9863749999999999,16.0,27.0,43.0,38.0,8.0,4.0,12.0,19.0,139.0,1,0.6862745098039216
1610612763,22400616,2025-01-22,MEM vs. CHA,W,29.0,15.0,0.659,240.0,49.0,98.0,0.5,21.0,47.0,0.447,13.0,14.0,0.929,13.0,27.0,40.0,36.0,9.0,6.0,16.0,30.0,132.0,1,0.5490196078431373
1610612763,22400601,2025-01-20,MEM vs. MIN,W,28.0,15.0,0.651,240.0,37.0,86.0,0.43,7.0,33.0,0.212,27.0,34.0,0.794,13.0,34.0,47.0,19.0,9.0,4.0,13.0,22.0,108.0,1,0.0784313725490196
1610612763,22400582,2025-01-17,MEM @ SAS,W,27.0,15.0,0.643,240.0,55.0,97.0,0.567,19.0,44.0,0.432,11.0,15.0,0.733,10.0,31.0,41.0,39.0,9.0,0.0,7.0,19.0,140.0,1,0.7058823529411765
1610612763,22400567,2025-01-15,MEM @ SAS,W,26.0,15.0,0.634,240.0,51.0,103.0,0.495,16.0,38.0,0.421,11.0,17.0,0.647,14.0,38.0,52.0,28.0,7.0,5.0,8.0,19.0,129.0,1,0.49019607843137253
1610612763,22400551,2025-01-13,MEM @ HOU,L,25.0,15.0,0.625,240.0,45.0,84.0,0.536,14.0,32.0,0.438,14.0,21.0,0.667,8.0,23.0,31.0,15.0,15.125,2.0,17.0,25.0,118.0,0,0.27450980392156865
1610612763,22400535,2025-01-11,MEM @ MIN,W,25.0,14.0,0.641,240.0,48.0,108.0,0.444,16.0,41.0,0.39,15.0,19.0,0.789,21.0,25.0,46.0,25.0,13.0,3.0,13.0,20.0,127.0,1,0.45098039215686275
1610612763,22400520,2025-01-09,MEM vs. HOU,L,24.0,14.0,0.632,240.0,42.0,84.0,0.5,10.0,32.0,0.313,21.0,30.0,0.7,10.0,33.0,43.0,20.0,9.0,8.0,19.0,28.0,115.0,0,0.21568627450980393
1610612763,22400499,2025-01-06,MEM vs. DAL,W,24.0,13.0,0.649,240.0,40.0,88.0,0.455,12.0,35.0,0.343,27.0,35.0,0.771,13.0,42.0,55.0,24.0,11.0,5.0,13.0,17.0,119.0,1,0.29411764705882354
1610612763,22400485,2025-01-04,MEM @ GSW,L,23.0,13.0,0.639,240.0,46.0,88.0,0.523,9.0,27.0,0.333,12.0,16.0,0.75,12.0,31.0,43.0,29.0,9.0,7.0,22.0,18.0,113.0,0,0.17647058823529413
1610612763,22400476,2025-01-03,MEM @ SAC,L,23.0,12.0,0.657,240.0,43.0,89.0,0.483,17.0,37.0,0.459,30.0,36.0,0.833,14.0,37.0,51.0,31.0,5.0,4.0,17.0,20.0,133.0,0,0.5686274509803921
1610612763,22400453,2024-12-31,MEM @ PHX,W,23.0,11.0,0.676,240.0,40.0,94.0,0.426,15.0,44.0,0.341,22.0,33.0,0.667,16.0,35.0,51.0,27.0,10.0,6.0,17.0,29.0,117.0,1,0.2549019607843137
1610612763,22400440,2024-12-29,MEM @ OKC,L,22.0,11.0,0.667,240.0,37.0,97.0,0.381,14.0,51.0,0.275,18.0,21.0,0.857,16.0,35.0,51.0,30.0,6.0,4.0,21.0,15.0,106.0,0,0.0392156862745098
1610612763,22400423,2024-12-27,MEM @ NOP,W,22.0,10.0,0.688,240.0,42.0,89.0,0.472,17.0,41.0,0.415,31.0,35.0,0.886,9.0,33.0,42.0,30.0,12.0,7.0,16.0,19.0,132.0,1,0.5490196078431373
1610612763,22400414,2024-12-26,MEM vs. TOR,W,21.0,10.0,0.677,240.0,58.0,109.0,0.532,18.0,45.0,0.4,21.0,29.0,0.724,23.125,39.0,63.0,36.0,8.0,8.0,17.0,18.0,155.0,1,1.0
1610612763,22400399,2024-12-23,MEM vs. LAC,L,20.0,10.0,0.667,240.0,38.0,99.0,0.384,16.0,42.0,0.381,18.0,26.0,0.692,19.0,37.0,56.0,26.0,8.0,6.0,20.0,18.0,110.0,0,0.11764705882352941
1610612763,22400378,2024-12-21,MEM @ ATL,W,20.0,9.0,0.69,240.0,50.0,97.0,0.515,18.0,41.0,0.439,10.0,13.0,0.769,8.0,32.0,40.0,35.0,13.0,1.0,18.0,22.0,128.0,1,0.47058823529411764
1610612763,22400366,2024-12-19,MEM vs. GSW,W,19.0,9.0,0.679,240.0,53.0,98.0,0.541,25.25,48.0,0.563,11.0,15.0,0.733,15.0,45.0,60.0,38.0,11.0,8.0,16.0,19.0,144.0,1,0.7843137254901961
1610612763,22401220,2024-12-15,MEM @ LAL,L,18.0,9.0,0.667,240.0,38.0,97.0,0.392,9.0,28.0,0.321,25.0,30.0,0.833,17.0,33.0,50.0,25.0,10.0,3.0,20.0,31.0,110.0,0,0.11764705882352941
1610612763,22401211,2024-12-13,MEM vs. BKN,W,18.0,8.0,0.692,240.0,52.0,99.0,0.525,17.0,36.0,0.472,14.0,21.0,0.667,12.0,37.0,49.0,33.0,9.0,4.0,13.0,19.0,135.0,1,0.6078431372549019
1610612763,22400353,2024-12-08,MEM @ WAS,W,17.0,8.0,0.68,240.0,50.0,96.0,0.521,17.0,43.0,0.395,23.0,29.0,0.793,12.0,34.0,46.0,34.0,12.0,8.0,16.0,20.0,140.0,1,0.7058823529411765
1610612763,22400345,2024-12-07,MEM @ BOS,W,16.0,8.0,0.667,240.0,47.0,94.0,0.5,15.0,33.0,0.455,18.0,23.0,0.783,11.0,41.0,52.0,25.0,13.0,7.0,13.0,25.0,127.0,1,0.45098039215686275
1610612763,22400329,2024-12-05,MEM vs. SAC,W,15.0,8.0,0.652,240.0,38.0,80.0,0.475,13.0,38.0,0.342,26.0,32.0,0.813,9.0,40.0,49.0,27.0,9.0,5.0,22.0,21.0,115.0,1,0.21568627450980393
1610612763,22400056,2024-12-03,MEM @ DAL,L,14.0,8.0,0.636,240.0,45.0,97.0,0.464,13.0,40.0,0.325,13.0,14.0,0.929,13.0,26.0,39.0,27.0,15.0,3.0,19.0,29.0,116.0,0,0.23529411764705882
1610612763,22400306,2024-12-01,MEM vs. IND,W,14.0,7.0,0.667,240.0,49.0,93.0,0.527,16.0,46.0,0.348,22.0,27.0,0.815,8.0,32.0,40.0,36.0,9.0,6.0,10.0,22.0,136.0,1,0.6274509803921569
1610612763,22400042,2024-11-29,MEM vs. NOP,W,13.0,7.0,0.65,240.0,47.0,96.0,0.49,12.0,41.0,0.293,14.0,17.0,0.824,14.0,37.0,51.0,36.0,9.0,5.0,15.0,22.0,120.0,1,0.3137254901960784
1610612763,22400293,2024-11-27,MEM vs. DET,W,12.0,7.0,0.632,240.0,51.0,93.0,0.548,17.0,46.0,0.37,12.0,16.0,0.75,10.0,32.0,42.0,31.0,13.0,4.0,16.0,21.0,131.0,1,0.5294117647058824
1610612763,22400282,2024-11-25,MEM vs. POR,W,11.0,7.0,0.611,240.0,43.0,87.0,0.494,12.0,28.0,0.429,25.0,34.0,0.735,16.0,44.0,60.0,35.0,7.0,13.0,18.0,20.0,123.0,1,0.37254901960784315
1610612763,22400266,2024-11-23,MEM @ CHI,W,10.0,7.0,0.588,240.0,55.0,96.0,0.573,19.0,42.0,0.452,13.0,20.0,0.65,13.0,36.0,49.0,38.0,5.0,4.0,11.0,18.0,142.0,1,0.7450980392156863
1610612763,22400255,2024-11-20,MEM vs. PHI,W,9.0,7.0,0.563,240.0,41.0,85.0,0.482,19.0,43.0,0.442,16.0,16.0,0.9863749999999999,9.0,32.0,41.0,29.0,5.0,6.0,19.0,17.0,117.0,1,0.2549019607843137
1610612763,22400023,2024-11-19,MEM vs. DEN,L,8.0,7.0,0.533,240.0,41.0,103.0,0.398,9.0,38.0,0.237,19.0,31.0,0.613,19.0,36.0,55.0,24.0,9.0,10.0,22.0,24.0,110.0,0,0.11764705882352941
1610612763,22400238,2024-11-17,MEM vs. DEN,W,8.0,6.0,0.571,240.0,41.0,91.0,0.451,13.0,39.0,0.333,10.0,12.0,0.833,10.0,35.0,45.0,31.0,10.0,10.0,12.0,15.0,105.0,1,0.0196078431372549
1610612763,22400019,2024-11-15,MEM @ GSW,L,7.0,6.0,0.538,240.0,42.0,103.0,0.408,7.0,42.0,0.167,27.0,33.0,0.818,18.0,36.0,54.0,22.0,8.0,11.0,15.0,21.0,118.0,0,0.27450980392156865
1610612763,22400225,2024-11-13,MEM @ LAL,L,7.0,5.0,0.583,240.0,42.0,89.0,0.472,12.0,33.0,0.364,27.0,33.0,0.818,12.0,29.0,41.0,28.0,11.0,6.0,13.0,25.0,123.0,0,0.37254901960784315
1610612763,22400210,2024-11-10,MEM @ POR,W,7.0,4.0,0.636,240.0,47.0,85.0,0.553,16.0,43.0,0.372,24.0,28.0,0.857,10.0,41.0,51.0,32.0,15.0,13.0,20.0,17.0,134.0,1,0.5882352941176471
1610612763,22400191,2024-11-08,MEM vs. WAS,W,6.0,4.0,0.6,240.0,46.0,97.0,0.474,14.0,43.0,0.326,22.0,25.0,0.88,13.0,37.0,50.0,30.0,10.0,10.0,17.0,19.0,128.0,1,0.47058823529411764
1610612763,22400174,2024-11-06,MEM vs. LAL,W,5.0,4.0,0.556,240.0,48.0,93.0,0.516,17.0,34.0,0.5,18.0,23.0,0.783,12.0,38.0,50.0,28.0,5.0,6.0,18.0,17.0,131.0,1,0.5294117647058824
1610612763,22400158,2024-11-04,MEM @ BKN,L,4.0,4.0,0.5,240.0,43.0,91.0,0.473,8.0,30.0,0.267,10.0,13.0,0.769,13.0,31.0,44.0,29.0,5.0,8.0,14.0,16.0,104.0,0,0.0
1610612763,22400142,2024-11-02,MEM @ PHI,W,4.0,3.0,0.571,240.0,48.0,87.0,0.552,12.0,27.0,0.444,16.0,21.0,0.762,11.0,41.0,52.0,35.0,9.0,6.0,16.0,22.0,124.0,1,0.39215686274509803
1610612763,22400128,2024-10-31,MEM vs. MIL,W,3.0,3.0,0.5,240.0,43.0,82.0,0.524,8.0,28.0,0.286,28.0,31.0,0.903,7.0,46.625,56.0,26.0,6.0,3.0,16.0,21.0,122.0,1,0.35294117647058826
1610612763,22400124,2024-10-30,MEM vs. BKN,L,2.0,3.0,0.46637499999999993,240.0,38.0,81.0,0.469,8.0,27.0,0.296,22.0,29.0,0.759,12.0,26.0,38.0,27.0,9.0,3.0,22.0,21.0,106.0,0,0.0392156862745098
1610612763,22400108,2024-10-28,MEM vs. CHI,L,2.0,2.0,0.5,240.0,51.0,110.875,0.459,14.0,43.0,0.326,7.0,13.0,0.5773750000000001,18.0,42.0,60.0,37.0,5.0,9.0,10.0,21.0,123.0,0,0.37254901960784315
1610612763,22400092,2024-10-26,MEM vs. ORL,W,2.0,1.0,0.667,240.0,46.0,86.0,0.535,13.0,34.0,0.382,19.0,24.0,0.792,6.0,36.0,42.0,38.0,10.0,5.0,18.0,24.0,124.0,1,0.39215686274509803
1610612763,22400082,2024-10-25,MEM @ HOU,L,1.0,1.0,0.5,240.0,38.0,91.0,0.418,10.0,28.0,0.357,22.0,36.0,0.611,14.0,29.0,43.0,24.0,8.0,8.0,17.0,25.0,108.0,0,0.0784313725490196
1610612763,22400070,2024-10-23,MEM @ UTA,W,1.0,0.0,0.7873750000000002,240.0,43.0,91.0,0.473,17.0,45.0,0.378,23.0,32.0,0.719,13.0,28.0,41.0,28.0,7.0,5.0,12.0,31.875,126.0,1,0.43137254901960786
